image,mjd,jd_minus_2450000,mag,magerr,band,telescope,in_paper_fit
C,57524.14000,7524.640,20.071,0.029,SDSS r,FLWO 1.2m Keplercam,1
D,57524.14000,7524.640,20.611,0.060,SDSS r,FLWO 1.2m Keplercam,1
A,57525.14000,7525.640,19.450,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,57525.14000,7525.640,19.670,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,57525.14000,7525.640,20.016,0.030,SDSS r,FLWO 1.2m Keplercam,1
D,57525.14000,7525.640,20.662,0.062,SDSS r,FLWO 1.2m Keplercam,1
A,57529.16600,7529.666,19.466,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,57529.16600,7529.666,19.678,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,57529.16600,7529.666,20.036,0.030,SDSS r,FLWO 1.2m Keplercam,1
D,57529.16600,7529.666,20.564,0.061,SDSS r,FLWO 1.2m Keplercam,1
A,57532.14300,7532.643,19.461,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57532.14300,7532.643,19.666,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,57532.14300,7532.643,20.033,0.018,SDSS r,FLWO 1.2m Keplercam,1
D,57532.14300,7532.643,20.567,0.037,SDSS r,FLWO 1.2m Keplercam,1
A,57533.16400,7533.664,19.479,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,57533.16400,7533.664,19.713,0.013,SDSS r,FLWO 1.2m Keplercam,1
C,57533.16400,7533.664,20.071,0.016,SDSS r,FLWO 1.2m Keplercam,1
D,57533.16400,7533.664,20.563,0.031,SDSS r,FLWO 1.2m Keplercam,1
A,57534.15600,7534.656,19.499,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,57534.15600,7534.656,19.701,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,57534.15600,7534.656,20.066,0.023,SDSS r,FLWO 1.2m Keplercam,1
D,57534.15600,7534.656,20.544,0.047,SDSS r,FLWO 1.2m Keplercam,1
A,57535.22700,7535.727,19.479,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57535.22700,7535.727,19.709,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57535.22700,7535.727,20.092,0.017,SDSS r,FLWO 1.2m Keplercam,1
D,57535.22700,7535.727,20.561,0.035,SDSS r,FLWO 1.2m Keplercam,1
A,57536.21600,7536.716,19.486,0.014,SDSS r,FLWO 1.2m Keplercam,1
B,57536.21600,7536.716,19.702,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,57536.21600,7536.716,20.088,0.020,SDSS r,FLWO 1.2m Keplercam,1
D,57536.21600,7536.716,20.532,0.040,SDSS r,FLWO 1.2m Keplercam,1
A,57538.14600,7538.646,19.476,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57538.14600,7538.646,19.704,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,57538.14600,7538.646,20.093,0.022,SDSS r,FLWO 1.2m Keplercam,1
D,57538.14600,7538.646,20.584,0.045,SDSS r,FLWO 1.2m Keplercam,1
A,57541.16800,7541.668,19.485,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57541.16800,7541.668,19.743,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57541.16800,7541.668,20.085,0.017,SDSS r,FLWO 1.2m Keplercam,1
D,57541.16800,7541.668,20.562,0.035,SDSS r,FLWO 1.2m Keplercam,1
A,57542.16800,7542.668,19.498,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57542.16800,7542.668,19.767,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57542.16800,7542.668,20.093,0.017,SDSS r,FLWO 1.2m Keplercam,1
D,57542.16800,7542.668,20.569,0.035,SDSS r,FLWO 1.2m Keplercam,1
A,57544.14700,7544.647,19.521,0.020,SDSS r,FLWO 1.2m Keplercam,1
B,57544.14700,7544.647,19.769,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,57544.14700,7544.647,20.098,0.030,SDSS r,FLWO 1.2m Keplercam,1
D,57544.14700,7544.647,20.478,0.063,SDSS r,FLWO 1.2m Keplercam,1
A,57545.17200,7545.672,19.524,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57545.17200,7545.672,19.777,0.017,SDSS r,FLWO 1.2m Keplercam,1
C,57545.17200,7545.672,20.074,0.022,SDSS r,FLWO 1.2m Keplercam,1
D,57545.17200,7545.672,20.534,0.045,SDSS r,FLWO 1.2m Keplercam,1
A,57552.15100,7552.651,19.557,0.025,SDSS r,FLWO 1.2m Keplercam,1
B,57552.15100,7552.651,19.848,0.030,SDSS r,FLWO 1.2m Keplercam,1
C,57552.15100,7552.651,20.028,0.037,SDSS r,FLWO 1.2m Keplercam,1
D,57552.15100,7552.651,20.400,0.078,SDSS r,FLWO 1.2m Keplercam,1
A,57554.17000,7554.670,19.509,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,57554.17000,7554.670,19.842,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,57554.17000,7554.670,20.079,0.028,SDSS r,FLWO 1.2m Keplercam,1
D,57554.17000,7554.670,20.498,0.057,SDSS r,FLWO 1.2m Keplercam,1
A,57555.17300,7555.673,19.554,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,57555.17300,7555.673,19.882,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,57555.17300,7555.673,20.081,0.027,SDSS r,FLWO 1.2m Keplercam,1
D,57555.17300,7555.673,20.479,0.056,SDSS r,FLWO 1.2m Keplercam,1
A,57556.16400,7556.664,19.537,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,57556.16400,7556.664,19.845,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,57556.16400,7556.664,20.026,0.031,SDSS r,FLWO 1.2m Keplercam,1
D,57556.16400,7556.664,20.428,0.064,SDSS r,FLWO 1.2m Keplercam,1
A,57665.49900,7665.999,19.860,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,57665.49900,7665.999,20.064,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,57665.49900,7665.999,19.722,0.024,SDSS r,FLWO 1.2m Keplercam,0
D,57665.49900,7665.999,20.048,0.050,SDSS r,FLWO 1.2m Keplercam,1
A,57666.49700,7666.997,19.854,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57666.49700,7666.997,20.005,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,57666.49700,7666.997,19.704,0.023,SDSS r,FLWO 1.2m Keplercam,0
D,57666.49700,7666.997,20.041,0.047,SDSS r,FLWO 1.2m Keplercam,1
A,57669.49400,7669.994,19.861,0.018,SDSS r,FLWO 1.2m Keplercam,1
B,57669.49400,7669.994,20.008,0.021,SDSS r,FLWO 1.2m Keplercam,1
C,57669.49400,7669.994,19.784,0.026,SDSS r,FLWO 1.2m Keplercam,0
D,57669.49400,7669.994,19.965,0.055,SDSS r,FLWO 1.2m Keplercam,1
A,57672.49700,7672.997,19.901,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57672.49700,7672.997,19.934,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57672.49700,7672.997,19.721,0.018,SDSS r,FLWO 1.2m Keplercam,0
D,57672.49700,7672.997,20.123,0.036,SDSS r,FLWO 1.2m Keplercam,1
A,57687.48000,7687.980,19.865,0.014,SDSS r,FLWO 1.2m Keplercam,1
B,57687.48000,7687.980,19.852,0.017,SDSS r,FLWO 1.2m Keplercam,1
C,57687.48000,7687.980,19.700,0.021,SDSS r,FLWO 1.2m Keplercam,0
D,57687.48000,7687.980,20.084,0.043,SDSS r,FLWO 1.2m Keplercam,1
A,57690.51000,7691.010,19.856,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,57690.51000,7691.010,19.814,0.012,SDSS r,FLWO 1.2m Keplercam,1
C,57690.51000,7691.010,19.739,0.016,SDSS r,FLWO 1.2m Keplercam,0
D,57690.51000,7691.010,20.098,0.031,SDSS r,FLWO 1.2m Keplercam,1
A,57691.44000,7691.940,19.873,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57691.44000,7691.940,19.768,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,57691.44000,7691.940,19.752,0.019,SDSS r,FLWO 1.2m Keplercam,0
D,57691.44000,7691.940,20.048,0.040,SDSS r,FLWO 1.2m Keplercam,1
A,57696.48900,7696.989,19.822,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57696.48900,7696.989,19.721,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,57696.48900,7696.989,19.760,0.020,SDSS r,FLWO 1.2m Keplercam,0
D,57696.48900,7696.989,20.067,0.040,SDSS r,FLWO 1.2m Keplercam,1
A,57698.44000,7698.940,19.826,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57698.44000,7698.940,19.738,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,57698.44000,7698.940,19.744,0.023,SDSS r,FLWO 1.2m Keplercam,0
D,57698.44000,7698.940,20.053,0.048,SDSS r,FLWO 1.2m Keplercam,1
A,57715.47200,7715.972,19.896,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57715.47200,7715.972,19.770,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57715.47200,7715.972,19.809,0.018,SDSS r,FLWO 1.2m Keplercam,0
D,57715.47200,7715.972,20.120,0.036,SDSS r,FLWO 1.2m Keplercam,1
A,57717.40800,7717.908,19.887,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57717.40800,7717.908,19.775,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,57717.40800,7717.908,19.743,0.020,SDSS r,FLWO 1.2m Keplercam,0
D,57717.40800,7717.908,20.101,0.041,SDSS r,FLWO 1.2m Keplercam,1
A,57723.34600,7723.846,19.901,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57723.34600,7723.846,19.801,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,57723.34600,7723.846,19.713,0.019,SDSS r,FLWO 1.2m Keplercam,0
D,57723.34600,7723.846,20.127,0.040,SDSS r,FLWO 1.2m Keplercam,1
A,57724.44200,7724.942,19.870,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57724.44200,7724.942,19.862,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,57724.44200,7724.942,19.747,0.020,SDSS r,FLWO 1.2m Keplercam,0
D,57724.44200,7724.942,20.141,0.040,SDSS r,FLWO 1.2m Keplercam,1
A,57731.49600,7731.996,19.834,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57731.49600,7731.996,19.811,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,57731.49600,7731.996,19.690,0.019,SDSS r,FLWO 1.2m Keplercam,0
D,57731.49600,7731.996,20.138,0.040,SDSS r,FLWO 1.2m Keplercam,1
A,57742.52400,7743.024,19.793,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57742.52400,7743.024,19.753,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,57742.52400,7743.024,19.645,0.023,SDSS r,FLWO 1.2m Keplercam,0
D,57742.52400,7743.024,20.173,0.046,SDSS r,FLWO 1.2m Keplercam,1
A,57749.52800,7750.028,19.779,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57749.52800,7750.028,19.714,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,57749.52800,7750.028,19.629,0.020,SDSS r,FLWO 1.2m Keplercam,0
D,57749.52800,7750.028,20.131,0.040,SDSS r,FLWO 1.2m Keplercam,1
A,57756.39100,7756.891,19.752,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,57756.39100,7756.891,19.705,0.012,SDSS r,FLWO 1.2m Keplercam,1
C,57756.39100,7756.891,19.598,0.016,SDSS r,FLWO 1.2m Keplercam,0
D,57756.39100,7756.891,20.175,0.030,SDSS r,FLWO 1.2m Keplercam,1
A,57757.53400,7758.034,19.718,0.008,SDSS r,FLWO 1.2m Keplercam,1
B,57757.53400,7758.034,19.663,0.010,SDSS r,FLWO 1.2m Keplercam,1
C,57757.53400,7758.034,19.569,0.012,SDSS r,FLWO 1.2m Keplercam,0
D,57757.53400,7758.034,20.149,0.024,SDSS r,FLWO 1.2m Keplercam,1
A,57758.51400,7759.014,19.714,0.009,SDSS r,FLWO 1.2m Keplercam,1
B,57758.51400,7759.014,19.649,0.011,SDSS r,FLWO 1.2m Keplercam,1
C,57758.51400,7759.014,19.549,0.014,SDSS r,FLWO 1.2m Keplercam,0
D,57758.51400,7759.014,20.133,0.027,SDSS r,FLWO 1.2m Keplercam,1
A,57759.44100,7759.941,19.738,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,57759.44100,7759.941,19.721,0.012,SDSS r,FLWO 1.2m Keplercam,1
C,57759.44100,7759.941,19.589,0.016,SDSS r,FLWO 1.2m Keplercam,0
D,57759.44100,7759.941,20.222,0.031,SDSS r,FLWO 1.2m Keplercam,1
A,57760.24700,7760.747,19.773,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,57760.24700,7760.747,19.804,0.025,SDSS r,FLWO 1.2m Keplercam,1
C,57760.24700,7760.747,19.615,0.032,SDSS r,FLWO 1.2m Keplercam,0
D,57760.24700,7760.747,20.136,0.066,SDSS r,FLWO 1.2m Keplercam,1
A,57762.34300,7762.843,19.734,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,57762.34300,7762.843,19.687,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,57762.34300,7762.843,19.590,0.025,SDSS r,FLWO 1.2m Keplercam,0
D,57762.34300,7762.843,20.146,0.051,SDSS r,FLWO 1.2m Keplercam,1
A,57763.53100,7764.031,19.717,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57763.53100,7764.031,19.710,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57763.53100,7764.031,19.575,0.018,SDSS r,FLWO 1.2m Keplercam,0
D,57763.53100,7764.031,20.156,0.036,SDSS r,FLWO 1.2m Keplercam,1
A,57772.21400,7772.714,19.701,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57772.21400,7772.714,19.778,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57772.21400,7772.714,19.583,0.019,SDSS r,FLWO 1.2m Keplercam,0
D,57772.21400,7772.714,20.208,0.037,SDSS r,FLWO 1.2m Keplercam,1
A,57775.26400,7775.764,19.729,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57775.26400,7775.764,19.844,0.017,SDSS r,FLWO 1.2m Keplercam,1
C,57775.26400,7775.764,19.631,0.022,SDSS r,FLWO 1.2m Keplercam,0
D,57775.26400,7775.764,20.195,0.046,SDSS r,FLWO 1.2m Keplercam,1
A,57776.36000,7776.860,19.689,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57776.36000,7776.860,19.803,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57776.36000,7776.860,19.590,0.017,SDSS r,FLWO 1.2m Keplercam,0
D,57776.36000,7776.860,20.155,0.035,SDSS r,FLWO 1.2m Keplercam,1
A,57783.29500,7783.795,19.715,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57783.29500,7783.795,19.849,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,57783.29500,7783.795,19.639,0.019,SDSS r,FLWO 1.2m Keplercam,0
D,57783.29500,7783.795,20.186,0.039,SDSS r,FLWO 1.2m Keplercam,1
A,57784.50800,7785.008,19.630,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,57784.50800,7785.008,19.758,0.012,SDSS r,FLWO 1.2m Keplercam,1
C,57784.50800,7785.008,19.616,0.015,SDSS r,FLWO 1.2m Keplercam,0
D,57784.50800,7785.008,20.172,0.030,SDSS r,FLWO 1.2m Keplercam,1
A,57785.47600,7785.976,19.652,0.009,SDSS r,FLWO 1.2m Keplercam,1
B,57785.47600,7785.976,19.761,0.011,SDSS r,FLWO 1.2m Keplercam,1
C,57785.47600,7785.976,19.640,0.014,SDSS r,FLWO 1.2m Keplercam,0
D,57785.47600,7785.976,20.189,0.027,SDSS r,FLWO 1.2m Keplercam,1
A,57788.34900,7788.849,19.649,0.009,SDSS r,FLWO 1.2m Keplercam,1
B,57788.34900,7788.849,19.759,0.010,SDSS r,FLWO 1.2m Keplercam,1
C,57788.34900,7788.849,19.661,0.012,SDSS r,FLWO 1.2m Keplercam,0
D,57788.34900,7788.849,20.198,0.024,SDSS r,FLWO 1.2m Keplercam,1
A,57800.36900,7800.869,19.685,0.021,SDSS r,FLWO 1.2m Keplercam,1
B,57800.36900,7800.869,19.863,0.024,SDSS r,FLWO 1.2m Keplercam,1
C,57800.36900,7800.869,19.652,0.031,SDSS r,FLWO 1.2m Keplercam,0
D,57800.36900,7800.869,20.179,0.065,SDSS r,FLWO 1.2m Keplercam,1
A,57801.16200,7801.662,19.698,0.014,SDSS r,FLWO 1.2m Keplercam,1
B,57801.16200,7801.662,19.802,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,57801.16200,7801.662,19.650,0.020,SDSS r,FLWO 1.2m Keplercam,0
D,57801.16200,7801.662,20.184,0.042,SDSS r,FLWO 1.2m Keplercam,1
A,57806.47400,7806.974,19.617,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57806.47400,7806.974,19.777,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57806.47400,7806.974,19.679,0.017,SDSS r,FLWO 1.2m Keplercam,0
D,57806.47400,7806.974,20.129,0.034,SDSS r,FLWO 1.2m Keplercam,1
A,57807.17400,7807.674,19.684,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57807.17400,7807.674,19.812,0.013,SDSS r,FLWO 1.2m Keplercam,1
C,57807.17400,7807.674,19.700,0.017,SDSS r,FLWO 1.2m Keplercam,0
D,57807.17400,7807.674,20.133,0.035,SDSS r,FLWO 1.2m Keplercam,1
A,57808.48900,7808.989,19.688,0.016,SDSS r,FLWO 1.2m Keplercam,1
B,57808.48900,7808.989,19.816,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,57808.48900,7808.989,19.649,0.024,SDSS r,FLWO 1.2m Keplercam,0
D,57808.48900,7808.989,20.102,0.049,SDSS r,FLWO 1.2m Keplercam,1
A,57809.31300,7809.813,19.638,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,57809.31300,7809.813,19.780,0.011,SDSS r,FLWO 1.2m Keplercam,1
C,57809.31300,7809.813,19.645,0.014,SDSS r,FLWO 1.2m Keplercam,0
D,57809.31300,7809.813,20.110,0.028,SDSS r,FLWO 1.2m Keplercam,1
A,57811.30100,7811.801,19.643,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,57811.30100,7811.801,19.815,0.011,SDSS r,FLWO 1.2m Keplercam,1
C,57811.30100,7811.801,19.655,0.014,SDSS r,FLWO 1.2m Keplercam,0
D,57811.30100,7811.801,20.121,0.028,SDSS r,FLWO 1.2m Keplercam,1
A,57814.13500,7814.635,19.735,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,57814.13500,7814.635,19.929,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,57814.13500,7814.635,19.613,0.026,SDSS r,FLWO 1.2m Keplercam,0
D,57814.13500,7814.635,20.157,0.053,SDSS r,FLWO 1.2m Keplercam,1
A,57816.37300,7816.873,19.666,0.009,SDSS r,FLWO 1.2m Keplercam,1
B,57816.37300,7816.873,19.872,0.011,SDSS r,FLWO 1.2m Keplercam,1
C,57816.37300,7816.873,19.656,0.014,SDSS r,FLWO 1.2m Keplercam,0
D,57816.37300,7816.873,20.129,0.027,SDSS r,FLWO 1.2m Keplercam,1
A,57817.16100,7817.661,19.673,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57817.16100,7817.661,19.906,0.017,SDSS r,FLWO 1.2m Keplercam,1
C,57817.16100,7817.661,19.659,0.022,SDSS r,FLWO 1.2m Keplercam,0
D,57817.16100,7817.661,20.077,0.045,SDSS r,FLWO 1.2m Keplercam,1
A,57826.25700,7826.757,19.694,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,57826.25700,7826.757,19.999,0.019,SDSS r,FLWO 1.2m Keplercam,1
C,57826.25700,7826.757,19.659,0.025,SDSS r,FLWO 1.2m Keplercam,0
D,57826.25700,7826.757,20.124,0.049,SDSS r,FLWO 1.2m Keplercam,1
A,57830.28400,7830.784,19.654,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,57830.28400,7830.784,19.973,0.012,SDSS r,FLWO 1.2m Keplercam,1
C,57830.28400,7830.784,19.656,0.015,SDSS r,FLWO 1.2m Keplercam,0
D,57830.28400,7830.784,20.129,0.030,SDSS r,FLWO 1.2m Keplercam,1
A,57832.34200,7832.842,19.746,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,57832.34200,7832.842,20.049,0.012,SDSS r,FLWO 1.2m Keplercam,1
C,57832.34200,7832.842,19.694,0.015,SDSS r,FLWO 1.2m Keplercam,0
D,57832.34200,7832.842,20.185,0.030,SDSS r,FLWO 1.2m Keplercam,1
A,57834.11900,7834.619,19.653,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,57834.11900,7834.619,19.968,0.012,SDSS r,FLWO 1.2m Keplercam,1
C,57834.11900,7834.619,19.649,0.016,SDSS r,FLWO 1.2m Keplercam,0
D,57834.11900,7834.619,20.150,0.031,SDSS r,FLWO 1.2m Keplercam,1
A,57836.13400,7836.634,19.778,0.017,SDSS r,FLWO 1.2m Keplercam,1
B,57836.13400,7836.634,20.151,0.020,SDSS r,FLWO 1.2m Keplercam,1
C,57836.13400,7836.634,19.639,0.026,SDSS r,FLWO 1.2m Keplercam,0
D,57836.13400,7836.634,20.116,0.054,SDSS r,FLWO 1.2m Keplercam,1
A,57837.32500,7837.825,19.675,0.009,SDSS r,FLWO 1.2m Keplercam,1
B,57837.32500,7837.825,19.982,0.010,SDSS r,FLWO 1.2m Keplercam,1
C,57837.32500,7837.825,19.660,0.013,SDSS r,FLWO 1.2m Keplercam,0
D,57837.32500,7837.825,20.128,0.026,SDSS r,FLWO 1.2m Keplercam,1
A,57840.13100,7840.631,19.692,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57840.13100,7840.631,20.006,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57840.13100,7840.631,19.655,0.018,SDSS r,FLWO 1.2m Keplercam,0
D,57840.13100,7840.631,20.143,0.037,SDSS r,FLWO 1.2m Keplercam,1
A,57841.12000,7841.620,19.732,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57841.12000,7841.620,20.042,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,57841.12000,7841.620,19.630,0.023,SDSS r,FLWO 1.2m Keplercam,0
D,57841.12000,7841.620,20.183,0.047,SDSS r,FLWO 1.2m Keplercam,1
A,57842.11800,7842.618,19.679,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57842.11800,7842.618,20.001,0.015,SDSS r,FLWO 1.2m Keplercam,1
C,57842.11800,7842.618,19.647,0.019,SDSS r,FLWO 1.2m Keplercam,0
D,57842.11800,7842.618,20.191,0.039,SDSS r,FLWO 1.2m Keplercam,1
A,57843.12300,7843.623,19.658,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,57843.12300,7843.623,19.958,0.013,SDSS r,FLWO 1.2m Keplercam,1
C,57843.12300,7843.623,19.603,0.017,SDSS r,FLWO 1.2m Keplercam,0
D,57843.12300,7843.623,20.149,0.033,SDSS r,FLWO 1.2m Keplercam,1
A,57855.28500,7855.785,19.724,0.019,SDSS r,FLWO 1.2m Keplercam,1
B,57855.28500,7855.785,20.002,0.022,SDSS r,FLWO 1.2m Keplercam,1
C,57855.28500,7855.785,19.624,0.028,SDSS r,FLWO 1.2m Keplercam,0
D,57855.28500,7855.785,20.237,0.058,SDSS r,FLWO 1.2m Keplercam,1
A,57856.13700,7856.637,19.667,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,57856.13700,7856.637,19.962,0.012,SDSS r,FLWO 1.2m Keplercam,1
C,57856.13700,7856.637,19.623,0.016,SDSS r,FLWO 1.2m Keplercam,0
D,57856.13700,7856.637,20.208,0.031,SDSS r,FLWO 1.2m Keplercam,1
A,57860.14200,7860.642,19.692,0.009,SDSS r,FLWO 1.2m Keplercam,1
B,57860.14200,7860.642,19.989,0.010,SDSS r,FLWO 1.2m Keplercam,1
C,57860.14200,7860.642,19.608,0.013,SDSS r,FLWO 1.2m Keplercam,0
D,57860.14200,7860.642,20.227,0.025,SDSS r,FLWO 1.2m Keplercam,1
A,57861.21400,7861.714,19.740,0.012,SDSS r,FLWO 1.2m Keplercam,1
B,57861.21400,7861.714,20.056,0.014,SDSS r,FLWO 1.2m Keplercam,1
C,57861.21400,7861.714,19.586,0.018,SDSS r,FLWO 1.2m Keplercam,0
D,57861.21400,7861.714,20.221,0.036,SDSS r,FLWO 1.2m Keplercam,1
A,57862.13900,7862.639,19.766,0.009,SDSS r,FLWO 1.2m Keplercam,1
B,57862.13900,7862.639,20.023,0.010,SDSS r,FLWO 1.2m Keplercam,1
C,57862.13900,7862.639,19.641,0.013,SDSS r,FLWO 1.2m Keplercam,0
D,57862.13900,7862.639,20.278,0.024,SDSS r,FLWO 1.2m Keplercam,1
A,57864.30400,7864.804,19.783,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57864.30400,7864.804,20.105,0.018,SDSS r,FLWO 1.2m Keplercam,1
C,57864.30400,7864.804,19.597,0.024,SDSS r,FLWO 1.2m Keplercam,0
D,57864.30400,7864.804,20.186,0.048,SDSS r,FLWO 1.2m Keplercam,1
A,57865.14100,7865.641,19.702,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,57865.14100,7865.641,19.965,0.011,SDSS r,FLWO 1.2m Keplercam,1
C,57865.14100,7865.641,19.606,0.015,SDSS r,FLWO 1.2m Keplercam,0
D,57865.14100,7865.641,20.197,0.028,SDSS r,FLWO 1.2m Keplercam,1
A,57873.19600,7873.696,19.811,0.013,SDSS r,FLWO 1.2m Keplercam,1
B,57873.19600,7873.696,20.027,0.016,SDSS r,FLWO 1.2m Keplercam,1
C,57873.19600,7873.696,19.612,0.020,SDSS r,FLWO 1.2m Keplercam,0
D,57873.19600,7873.696,20.180,0.041,SDSS r,FLWO 1.2m Keplercam,1
A,57884.15300,7884.653,19.803,0.024,SDSS r,FLWO 1.2m Keplercam,1
B,57884.15300,7884.653,19.949,0.028,SDSS r,FLWO 1.2m Keplercam,1
C,57884.15300,7884.653,19.564,0.036,SDSS r,FLWO 1.2m Keplercam,0
D,57884.15300,7884.653,20.106,0.075,SDSS r,FLWO 1.2m Keplercam,1
A,57887.15100,7887.651,19.765,0.010,SDSS r,FLWO 1.2m Keplercam,1
B,57887.15100,7887.651,19.913,0.011,SDSS r,FLWO 1.2m Keplercam,1
C,57887.15100,7887.651,19.570,0.015,SDSS r,FLWO 1.2m Keplercam,0
D,57887.15100,7887.651,20.114,0.029,SDSS r,FLWO 1.2m Keplercam,1
A,57891.15300,7891.653,19.792,0.011,SDSS r,FLWO 1.2m Keplercam,1
B,57891.15300,7891.653,19.919,0.013,SDSS r,FLWO 1.2m Keplercam,1
C,57891.15300,7891.653,19.574,0.017,SDSS r,FLWO 1.2m Keplercam,0
D,57891.15300,7891.653,20.067,0.033,SDSS r,FLWO 1.2m Keplercam,1
A,57894.15500,7894.655,19.831,0.015,SDSS r,FLWO 1.2m Keplercam,1
B,57894.15500,7894.655,19.956,0.017,SDSS r,FLWO 1.2m Keplercam,1
C,57894.15500,7894.655,19.574,0.022,SDSS r,FLWO 1.2m Keplercam,0
D,57894.15500,7894.655,20.031,0.046,SDSS r,FLWO 1.2m Keplercam,1
A,57897.15600,7897.656,19.774,0.009,SDSS r,FLWO 1.2m Keplercam,1
B,57897.15600,7897.656,19.857,0.010,SDSS r,FLWO 1.2m Keplercam,1
C,57897.15600,7897.656,19.625,0.013,SDSS r,FLWO 1.2m Keplercam,0
